partnerId,dummyId,impressions_count,violation_count,bad_from_total_in_percentage
15047,350115424,6021882,5768691,48.93%
15617,505173155,267818212,2178955,0.81%
15871,1502523118,30851454,354789,1.14%
15899,505291636,19143031,306958,1.58%
15605,1138790710,39742819,277358,0.69%
15002,257925435,4897442,199705,3.92%
15750,1667218454,7712429,141830,1.81%
15579,396660830,18066695,96841,0.53%
15905,993657620,2051014,39716,1.90%
15945,919478749,1894903,23795,1.24%
15754,1366563817,13343115,9804,0.07%
15857,1088554917,12904809,7960,0.06%
15391,2021295331,2534358,7626,0.30%
15819,1395869472,11200,5018,30.94%
15127,1181347726,15572165,3755,0.02%
15944,2146599096,3968,3293,45.35%
15979,1096233217,1200557,2258,0.19%
15927,1562739929,433860,1892,0.43%
15822,533113370,26017422,1817,0.01%
15400,518755434,8104033,1441,0.02%
15814,786374107,21346502,746,0.00%
15281,1721969090,29687925,276,0.00%
15287,537782190,29016,271,0.93%
15389,1749699717,3843427,198,0.01%
15930,600996285,102233357,172,0.00%
15867,22947115,15227109,130,0.00%
15072,1434517136,5766170,104,0.00%
15903,551417214,3129664,65,0.00%
15804,646878986,7100707,59,0.00%
15195,1187275693,9797887,55,0.00%
15824,782963570,589732,48,0.01%
15831,1589173297,1326278,42,0.00%
15283,2072952453,2883037,35,0.00%
15318,1554344111,8136010,22,0.00%
15958,591569734,1843731,20,0.00%
15864,22692143,17027500,20,0.00%
15381,799485942,1638298,17,0.00%
15876,1641699010,1706003,11,0.00%
15882,1849287162,3614382,11,0.00%
15827,427631917,89121,8,0.01%
15809,39758047,351454,7,0.00%
15154,119841128,10813243,5,0.00%
15623,1305922516,38553816,4,0.00%
15855,1253044917,78039,4,0.01%
15607,390912691,15034318,3,0.00%
15943,194336586,136680,2,0.00%
15399,719510843,2606459,2,0.00%
15672,919696211,11735063,1,0.00%
15398,890910414,4594501,1,0.00%
15792,753574114,1625797,1,0.00%
15696,1999219954,4895053,1,0.00%
15410,13566750,47150,nan,nan
15916,16883654,137,nan,nan
15380,18968884,627,nan,nan
15926,20030764,710650,nan,nan
15668,27186103,99551,nan,nan
15948,53881384,14835978,nan,nan
15713,69849995,7619,nan,nan
15969,95728119,31576,nan,nan
15629,156278137,8262426,nan,nan
15729,195191772,380,nan,nan
15658,236396924,218481,nan,nan
15739,238256392,8472176,nan,nan
16000,251179893,39911,nan,nan
15946,258403375,220063,nan,nan
15783,263210415,950183,nan,nan
15036,265215013,547594,nan,nan
15752,274283573,9,nan,nan
15680,288563991,427172,nan,nan
15162,298684257,9762232,nan,nan
15853,299219427,77710,nan,nan
15959,319398028,20560,nan,nan
15572,380216834,1743,nan,nan
15869,391964037,299173,nan,nan
15772,424127213,975,nan,nan
15947,435608212,67809,nan,nan
15075,440659464,23268,nan,nan
15353,448154759,105,nan,nan
15121,448194519,9466648,nan,nan
15812,456059511,5073320,nan,nan
15277,475690132,536,nan,nan
15817,523965119,1148,nan,nan
15113,564279206,10045,nan,nan
15956,590866553,31302,nan,nan
15890,607862070,25,nan,nan
15299,612283370,882619,nan,nan
15962,631911194,203082,nan,nan
15328,703835782,110,nan,nan
15907,751713662,58542,nan,nan
15313,769982755,5553396,nan,nan
15813,811947878,165944,nan,nan
15753,813285183,5,nan,nan
10278,853540438,1541480,nan,nan
15717,858577937,3508635,nan,nan
15802,862757599,2795395,nan,nan
15305,898318490,2,nan,nan
15378,928824960,4740,nan,nan
15929,930924937,287,nan,nan
15703,955429704,2558399,nan,nan
15688,974061330,690,nan,nan
15194,975983863,1,nan,nan
15601,986338370,38188,nan,nan
15874,1031540622,4250,nan,nan
15296,1061550106,84413,nan,nan
15310,1161350937,711811,nan,nan
15796,1190733412,94445,nan,nan
15934,1312496403,34,nan,nan
15709,1348764643,1841,nan,nan
15799,1398453148,1048720,nan,nan
15711,1439597579,6705,nan,nan
16001,1466941855,149206,nan,nan
15326,1550019134,270100,nan,nan
15897,1671643699,6081159,nan,nan
15906,1684426694,52856,nan,nan
15910,1688538171,252587,nan,nan
15953,1769707073,26823,nan,nan
15604,1772349754,45543,nan,nan
15349,1792348621,2,nan,nan
15691,1796286805,355,nan,nan
16002,1802695038,228555,nan,nan
15797,1865457435,3,nan,nan
15301,1868737718,1578,nan,nan
15862,1868846730,337245,nan,nan
15578,1874655701,3,nan,nan
15960,1891055340,641524,nan,nan
15659,1912975380,44036,nan,nan
15915,1976119446,89,nan,nan
15206,1978660482,11,nan,nan
15777,1995923215,1299471,nan,nan
15304,2003840872,100,nan,nan
15236,2027192254,4560,nan,nan
15757,2073339254,9,nan,nan
15348,2087121874,31531248,nan,nan
15756,2103095921,291761,nan,nan
15800,2144359602,172727,nan,nan
