partnerId,dummyId,impressions_count,violation_count,bad_from_total_in_percentage
15047,350115424,6660416,2254309,25.29%
15579,396660830,219262919,1060546,0.48%
15605,1138790710,36831969,398120,1.07%
15754,1366563817,16776113,388197,2.26%
15002,257925435,6830637,267510,3.77%
15871,1502523118,26024385,234798,0.89%
15899,505291636,16648898,135981,0.81%
15750,1667218454,7999145,133629,1.64%
15905,993657620,2069493,77265,3.60%
15945,919478749,1300479,63978,4.69%
15857,1088554917,6806040,28923,0.42%
15617,505173155,4146168,19608,0.47%
15391,2021295331,4561385,13001,0.28%
15127,1181347726,16844127,9776,0.06%
15819,1395869472,10559,5288,33.37%
15944,2146599096,2338,3849,62.21%
15822,533113370,23918634,611,0.00%
15867,22947115,16776523,237,0.00%
15281,1721969090,29837375,214,0.00%
15827,427631917,59409,167,0.28%
15927,1562739929,2402,150,5.88%
15814,786374107,18122101,97,0.00%
15804,646878986,6743338,79,0.00%
15855,1253044917,117299,64,0.05%
15824,782963570,574307,62,0.01%
15287,537782190,31175,59,0.19%
15195,1187275693,6100812,47,0.00%
15283,2072952453,2308280,41,0.00%
15930,600996285,59527376,40,0.00%
15958,591569734,1709087,36,0.00%
15318,1554344111,9233302,35,0.00%
15831,1589173297,1623698,33,0.00%
15400,518755434,9886691,31,0.00%
15398,890910414,7920630,25,0.00%
15882,1849287162,2678303,25,0.00%
15864,22692143,15287629,22,0.00%
15696,1999219954,4816575,18,0.00%
15862,1868846730,657794,17,0.00%
15381,799485942,2905043,14,0.00%
15154,119841128,5473029,13,0.00%
15934,1312496403,50,11,18.03%
15903,551417214,3069414,9,0.00%
15680,288563991,260407,9,0.00%
15812,456059511,6720650,5,0.00%
134,1663649674,1,4,80.00%
15623,1305922516,42421086,3,0.00%
15946,258403375,438566,3,0.00%
15943,194336586,145680,1,0.00%
15809,39758047,457416,1,0.00%
15876,1641699010,1768145,1,0.00%
15658,236396924,189563,1,0.00%
15162,298684257,11276320,1,0.00%
15072,1434517136,626788,1,0.00%
15792,753574114,3070823,1,0.00%
15717,858577937,2751593,1,0.00%
15410,13566750,23984,nan,nan
15916,16883654,314,nan,nan
15380,18968884,20615,nan,nan
15926,20030764,396043,nan,nan
15668,27186103,54333,nan,nan
15948,53881384,12749786,nan,nan
15713,69849995,11244,nan,nan
15969,95728119,25758,nan,nan
15629,156278137,2530227,nan,nan
15729,195191772,224,nan,nan
15739,238256392,6197276,nan,nan
16000,251179893,46608,nan,nan
15783,263210415,323791,nan,nan
15036,265215013,514374,nan,nan
15752,274283573,14,nan,nan
15853,299219427,77698,nan,nan
15959,319398028,23886,nan,nan
15572,380216834,8453,nan,nan
15607,390912691,12270857,nan,nan
15869,391964037,435303,nan,nan
15772,424127213,2942,nan,nan
15947,435608212,224878,nan,nan
15075,440659464,18809,nan,nan
15353,448154759,70,nan,nan
15121,448194519,8837497,nan,nan
15277,475690132,361,nan,nan
15817,523965119,1292,nan,nan
15113,564279206,5774,nan,nan
15956,590866553,25016,nan,nan
15890,607862070,6,nan,nan
15299,612283370,731576,nan,nan
15328,703835782,31687,nan,nan
15399,719510843,2803288,nan,nan
15907,751713662,11828,nan,nan
15313,769982755,6933725,nan,nan
15813,811947878,116934,nan,nan
15753,813285183,4,nan,nan
10278,853540438,2765399,nan,nan
15802,862757599,3421131,nan,nan
15305,898318490,46634,nan,nan
15672,919696211,13092064,nan,nan
15378,928824960,7622,nan,nan
15703,955429704,1888799,nan,nan
15688,974061330,309,nan,nan
15194,975983863,1,nan,nan
15601,986338370,76261,nan,nan
15874,1031540622,1069,nan,nan
15296,1061550106,120116,nan,nan
15979,1096233217,129217,nan,nan
15310,1161350937,442587,nan,nan
15622,1176121827,6,nan,nan
15796,1190733412,132011,nan,nan
15709,1348764643,906,nan,nan
15799,1398453148,1017438,nan,nan
15711,1439597579,2002689,nan,nan
16001,1466941855,216512,nan,nan
15326,1550019134,235219,nan,nan
15897,1671643699,3840841,nan,nan
15906,1684426694,143372,nan,nan
15910,1688538171,187652,nan,nan
15389,1749699717,3836614,nan,nan
15953,1769707073,20859,nan,nan
15604,1772349754,87848,nan,nan
15691,1796286805,91,nan,nan
16002,1802695038,166512,nan,nan
15797,1865457435,3,nan,nan
15301,1868737718,1186,nan,nan
15578,1874655701,1280,nan,nan
15960,1891055340,824552,nan,nan
15659,1912975380,19393,nan,nan
15206,1978660482,12,nan,nan
15777,1995923215,1447249,nan,nan
15304,2003840872,223,nan,nan
15902,2024611300,1,nan,nan
15236,2027192254,1414,nan,nan
15757,2073339254,2,nan,nan
15348,2087121874,6625965,nan,nan
15756,2103095921,264771,nan,nan
15800,2144359602,121716,nan,nan
