partnerId,dummyId,impressions_count,violation_count,bad_from_total_in_percentage
15047,350115424,6381363,2356272,26.97%
15579,396660830,211769396,978890,0.46%
15871,1502523118,28777067,286188,0.98%
15605,1138790710,37142130,265474,0.71%
15002,257925435,6245776,253599,3.90%
15754,1366563817,16865251,241326,1.41%
15899,505291636,17495827,141800,0.80%
15750,1667218454,8064016,134838,1.64%
15905,993657620,1610984,51644,3.11%
15945,919478749,1418074,26739,1.85%
15857,1088554917,6687152,26229,0.39%
15617,505173155,4044801,19397,0.48%
15127,1181347726,17051900,13344,0.08%
15391,2021295331,4166943,11465,0.27%
15944,2146599096,2554,5701,69.06%
15819,1395869472,11367,5381,32.13%
15827,427631917,88743,2269,2.49%
15814,786374107,20758166,828,0.00%
15822,533113370,21954877,501,0.00%
15389,1749699717,4141524,391,0.01%
15400,518755434,8868716,319,0.00%
15804,646878986,6450815,173,0.00%
15867,22947115,17002555,172,0.00%
15281,1721969090,27028643,165,0.00%
15927,1562739929,33180,155,0.46%
15287,537782190,23246,144,0.62%
15930,600996285,55113977,137,0.00%
15824,782963570,603726,119,0.02%
15864,22692143,15855895,87,0.00%
15831,1589173297,1478968,46,0.00%
15855,1253044917,119745,45,0.04%
15318,1554344111,8856947,36,0.00%
15882,1849287162,2523139,28,0.00%
15195,1187275693,7231480,26,0.00%
15958,591569734,1986990,24,0.00%
15696,1999219954,4509663,17,0.00%
15154,119841128,5217930,16,0.00%
15381,799485942,2418739,11,0.00%
15979,1096233217,1647411,10,0.00%
15809,39758047,409601,9,0.00%
15283,2072952453,2272478,9,0.00%
15903,551417214,3521585,6,0.00%
15943,194336586,159842,2,0.00%
15398,890910414,4994294,2,0.00%
15717,858577937,2558012,2,0.00%
15623,1305922516,39817637,2,0.00%
15792,753574114,2474253,1,0.00%
15348,2087121874,8646124,1,0.00%
15410,13566750,28562,nan,nan
15916,16883654,258,nan,nan
15380,18968884,24592,nan,nan
15926,20030764,453517,nan,nan
15668,27186103,65474,nan,nan
15948,53881384,10892631,nan,nan
15713,69849995,9461,nan,nan
15969,95728119,26822,nan,nan
15629,156278137,3459190,nan,nan
15729,195191772,296,nan,nan
15658,236396924,172301,nan,nan
15739,238256392,7643901,nan,nan
16000,251179893,33952,nan,nan
15946,258403375,154565,nan,nan
15783,263210415,479709,nan,nan
15036,265215013,542364,nan,nan
15752,274283573,4,nan,nan
15680,288563991,254155,nan,nan
15162,298684257,11894648,nan,nan
15853,299219427,77543,nan,nan
15959,319398028,30674,nan,nan
15346,351725646,12,nan,nan
15572,380216834,2275,nan,nan
15607,390912691,11927931,nan,nan
15869,391964037,369494,nan,nan
15772,424127213,1344,nan,nan
15947,435608212,157572,nan,nan
15075,440659464,22205,nan,nan
15353,448154759,93,nan,nan
15121,448194519,7029950,nan,nan
15812,456059511,6338473,nan,nan
15277,475690132,1139,nan,nan
15817,523965119,1256,nan,nan
15113,564279206,7665,nan,nan
15956,590866553,14572,nan,nan
15890,607862070,9,nan,nan
15299,612283370,748017,nan,nan
15128,691779092,13,nan,nan
15328,703835782,32082,nan,nan
15399,719510843,1788691,nan,nan
15907,751713662,346,nan,nan
15977,763456998,1,nan,nan
15313,769982755,7320567,nan,nan
15813,811947878,120983,nan,nan
15753,813285183,3,nan,nan
10278,853540438,3304288,nan,nan
15802,862757599,2554388,nan,nan
15305,898318490,31365,nan,nan
15672,919696211,13411520,nan,nan
15378,928824960,4653,nan,nan
15929,930924937,104,nan,nan
15703,955429704,1246801,nan,nan
15688,974061330,248,nan,nan
15194,975983863,1,nan,nan
15601,986338370,70680,nan,nan
15874,1031540622,10655,nan,nan
15296,1061550106,70481,nan,nan
15310,1161350937,479107,nan,nan
15622,1176121827,2,nan,nan
15796,1190733412,260464,nan,nan
15709,1348764643,675,nan,nan
15799,1398453148,1089638,nan,nan
15072,1434517136,543806,nan,nan
15711,1439597579,412850,nan,nan
16001,1466941855,224361,nan,nan
15326,1550019134,260015,nan,nan
15876,1641699010,1836350,nan,nan
134,1663649674,1,nan,nan
15897,1671643699,5036208,nan,nan
15906,1684426694,411515,nan,nan
15910,1688538171,172411,nan,nan
15953,1769707073,20709,nan,nan
15604,1772349754,46187,nan,nan
15691,1796286805,16,nan,nan
16002,1802695038,179775,nan,nan
15797,1865457435,3,nan,nan
15301,1868737718,566,nan,nan
15862,1868846730,552346,nan,nan
15578,1874655701,13,nan,nan
15960,1891055340,1382674,nan,nan
15659,1912975380,28856,nan,nan
15206,1978660482,21,nan,nan
15777,1995923215,1719833,nan,nan
15304,2003840872,107,nan,nan
15236,2027192254,3840,nan,nan
15757,2073339254,41,nan,nan
15756,2103095921,267362,nan,nan
15800,2144359602,255988,nan,nan
